"id_pd","nombre_pd","direccion","nombre_institucional","id_provincia","id_departamento","id_localidad","id_municipio","provincia","departamento","localidad","municipio","mail_institucional","latitud","longitud","horarios","link_facebook","estado"
"260","Roldán","Rioja 642","Sede del Centro de Formación Regional Roldán","AR-S","1687","11654","SFE262","Santa Fe","San Lorenzo","Roldan","Roldán","roldan@puntodigital.gob.ar","-32.8984715","-60.9062102","Lunes 08:00 a 13:00 - 16:30 a 21:30 , Martes 08:00 a 13:00 - 16:30 a 21:30 , Miércoles 08:00 a 13:00 - 16:30 a 21:30 , Jueves 08:00 a 13:00 - 16:30 a 21:30 , Viernes 08:00 a 13:00 - 16:30 a 21:30 ","https://www.facebook.com/nac.roldan","Activo"
"261","UNR","Riobamba 189 Bis","Universidad Nacional de Rosario","AR-S","1684","11488","SFE264","Santa Fe","Rosario","Rosario","Rosario","unrrosario@puntodigital.gob.ar","-32.965317","-60.629524","Lunes 09:00 a 17:00 , Martes 09:00 a 17:00 , Miércoles 09:00 a 17:00 , Jueves 09:00 a 17:00 , Viernes 09:00 a 17:00 ","https://www.facebook.com/nacseuunr2015N/","Activo"
"262","San Genaro","Santa Fe 479","Centro de Usos Múltiples Municipal ","AR-S","1693","11591","SFE284","Santa Fe","San Jeronimo","San Genaro","San Genaro","sangenaro@puntodigital.gob.ar","-32.369493","-61.361661","","https://www.facebook.com/puntodigital.sangenaro.5","Activo"
"263","Santa Rosa de Calchines","Fray Antonio Rossi y Presbítero Pedro Luis Marozzi","Edificio municipal","AR-S","1699","11094","SFE310","Santa Fe","Garay","Santa Rosa de Calchines","Santa Rosa de Calchines","srcalchines@puntodigital.gob.ar","-31.421601","-60.333554","Lunes 08:00 a 12:00 - 14:00 a 18:00 , Martes 08:00 a 12:00 - 14:00 a 18:00 , Miércoles 08:00 a 12:00 - 14:00 a 18:00 , Jueves 08:00 a 12:00 - 14:00 a 18:00 , Viernes 08:00 a 12:00 - 14:00 a 18:00 ","https://www.facebook.com/nac.santarosadecalchines/","Activo"
"264","Sauce Viejo","Córdoba 1400","CIC","AR-S","1694","11330","SFE318","Santa Fe","La Capital","Sauce Viejo","Sauce Viejo","sauceviejo@puntodigital.gob.ar","-31.773717","-60.837698","Lunes 08:00 a 19:00 , Martes 08:00 a 19:00 , Miércoles 08:00 a 19:00 , Jueves 08:00 a 19:00 , Viernes 08:00 a 19:00 ","https://www.facebook.com/Punto-Digital-Sauce-Viejo-607733102664693/?ref=br_rs","Activo"
"265","Tostado","Balcarce","Liceo municipal","AR-S","1701","11449","SFE336","Santa Fe","Nueve de Julio","Tostado","Tostado","tostado@puntodigital.gob.ar","-29.229162","-61.77172","Lunes 09:00 a 12:00 - 15:00 a 20:00 , Martes 09:00 a 12:00 - 15:00 a 20:00 , Miércoles 09:00 a 12:00 - 15:00 a 20:00 , Jueves 09:00 a 12:00 - 15:00 a 20:00 , Viernes 09:00 a 12:00 - 15:00 a 20:00 ","https://www.facebook.com/nac.tostado/?ref=br_rs","Activo"
"266","UTN","Estanislao Ceballoz 1341","Universidad Tecnologica Nacional","AR-S","1684","11488","SFE264","Santa Fe","Rosario","Rosario","Rosario","utnrosario@puntodigital.gob.ar","-32.944243","-60.650539","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"267","Venado Tuerto","Vuelta de Obligado 298","CIC","AR-S","1683","11162","SFE339","Santa Fe","General Lopez","Venado Tuerto","Venado Tuerto","venadotuerto@puntodigital.gob.ar","-33.759775","-61.95021","Lunes 07:00 a 19:00 , Martes 07:00 a 19:00 , Miércoles 07:00 a 19:00 , Jueves 07:00 a 19:00 , Viernes 07:00 a 19:00 ","https://www.facebook.com/Punto.Digital.VT","Activo"
"268","Ibarlucea","Av. Del Rosario 800","Centro Cultural Ybarlucea","AR-S","1684","11478","SFE155","Santa Fe","Rosario","Ibarlucea","Ibarlucea","ybarlucea@puntodigital.gob.ar","-32.846796","-60.79783","Lunes 16:00 a 20:00 - 08:00 a 12:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Activo"
"269","Asociación Nazareth","Guemes Martin 2735","Asociación Nazareth","AR-S","1684","11488","SFE264","Santa Fe","Rosario","Rosario","Rosario","nazareth@puntodigital.gob.ar","-32.931949","-60.657956","Lunes 08:00 a 16:30 , Martes 08:00 a 16:30 , Miércoles 08:00 a 16:30 , Jueves 08:00 a 16:30 , Viernes 08:00 a 16:30 ","","Activo"
"270","Politécnico","Ayacucho 1667","Politecnico ","AR-S","1684","11488","SFE264","Santa Fe","Rosario","Rosario","Rosario","politecnicorosario@puntodigital.gob.ar","-32.944243","-60.650539","Lunes 08:00 a 20:00 , Martes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Jueves 08:00 a 20:00 , Viernes 08:00 a 20:00 ","https://www.facebook.com/puntodigitalpolitecnico/","Activo"
"271","Villa Gobernador Gálvez","Nahuel Huapi y Pasaje siete","CIC","AR-S","1684","11492","SFE349","Santa Fe","Rosario","Villa Gobernador Galvez","Villa Gobernador Gálvez","villagobgalvez@puntodigital.gob.ar","-33.032705","-60.650701","","https://www.facebook.com/Punto-Digital-Villa-Gobernador-Galv%C3%A9z-413629502340426/","Activo"
"272","Santa Fe CAJ","Facundo Zuviría 8002","CAJ","AR-S","1694","11328","SFE305","Santa Fe","La Capital","Santa Fe","Santa Fe","cajsantafe@puntodigital.gob.ar","-31.5928168","-60.6990915","Lunes 09:00 a 15:00 , Martes 09:00 a 15:00 , Miércoles 09:00 a 15:00 , Jueves 09:00 a 15:00 , Viernes 09:00 a 15:00 ","https://www.facebook.com/PuntoDigitalCAJStaFe/","Activo"
"273","Comuna Fighiera","Moreno 1347","Polideportivo","AR-S","1684","11474","SFE121","Santa Fe","Rosario","Fighiera","Fighiera","fighiera@puntodigital.gob.ar","-33.193012","-60.471272","Lunes 07:00 a 21:00 , Martes 07:00 a 21:00 , Miércoles 07:00 a 21:00 , Jueves 07:00 a 21:00 , Viernes 07:00 a 21:00 ","https://www.facebook.com/nacfighiera.naccomunadefighiera?fref=ufi","Activo"
"274","UNR Derecho","Córdoba 2020","Universidad Nacional de Rosario","AR-S","1684","11488","SFE264","Santa Fe","Rosario","Rosario","Rosario","unrderecho@puntodigital.gob.ar","-32.943857","-60.651055","","","Activo"
"275","Rafaela","RUTA 34 Km 217, Ex Granja Peretti","Asociacion Nazareth","AR-S","1689","11034","SFE255","Santa Fe","Castellanos","Rafaela","Rafaela","rafaela@puntodigital.gob.ar","-31.252598","-61.491642","","https://www.facebook.com/PDNazarethRafaela/?hc_ref=SEARCH","Activo"
"278","Capitán Bermudez","Laprida y Ayacucho sin numero","CIC","AR-S","1687","11645","SFE049","Santa Fe","San Lorenzo","Capitan Bermudez","Capitán Bermúdez","capitanbermudez@puntodigital.gob.ar","-32.802115","-60.726659","","","Activo"
"280","25 de Mayo","Boulevard José Primitivo Albornoz","-","AR-J","1596","10513","SJU018","San Juan","Veinticinco de Mayo","La Chimbera","Veinticinco de Mayo","25demayo@puntodigital.gob.ar","-32.022627","-67.666223","Lunes 08:00 a 20:00 ","","Activo"
"281","Chimbas","Patagonia y Greco s/n","-","AR-J","1583","10363","SJU005","San Juan","Chimbas","Chimbas","Chimbas","chimbas@puntodigital.gob.ar","-31.502887","-68.513431","Lunes 07:00 a 19:00 , Martes 07:00 a 19:00 , Jueves 07:00 a 19:00 , Miércoles 07:00 a 19:00 , Viernes 07:00 a 19:00 ","","Activo"
"282","San Martín","Ruta Nacional Eva Perónentre S/N","-","AR-J","1591","10461","SJU013","San Juan","San Martin","Villa San Martin","San Martín","sanmartinsanjuan@puntodigital.gob.ar","-31.491243","-68.415277","","","Temporalmente cerrado"
"283","Media Agua","José Ares ","CIC","AR-J","1593","10482","SJU015","San Juan","Sarmiento","Villa Media Agua","Sarmiento","mediaagua@puntodigital.gob.ar","-31.985913","-68.428898","Lunes 08:00 a 13:00 - 17:30 a 21:30 , Martes 08:00 a 13:00 - 17:30 a 21:30 , Miércoles 08:00 a 13:00 - 17:30 a 21:30 , Jueves 08:00 a 13:00 - 17:30 a 21:30 , Viernes 08:00 a 13:00 - 17:30 a 21:30 ","https://www.facebook.com/pdmediaagua/","Activo"
"284","Rawson San Juan","Dr. Ortega S/N","Biblioteca Popular Sur","AR-J","1588","10443","SJU010","San Juan","Rawson","Rawson","Rawson","rawson@puntodigital.gob.ar","-31.666657","-68.45317","Lunes 09:00 a 13:00 - 17:00 a 21:00 , Martes 09:00 a 13:00 - 17:00 a 21:00 , Miércoles 09:00 a 13:00 - 17:00 a 21:00 , Jueves 09:00 a 13:00 - 17:00 a 21:00 , Viernes 09:00 a 13:00 - 17:00 a 21:00 ","","Activo"
"285","Médano de Oro","Calle Ramón Franco S/N","-","AR-J","1588","10437","SJU010","San Juan","Rawson","Colonia Medano de Oro","Rawson","mediaagua@puntodigital.gob.ar","-31.606151","-68.449485","Martes 08:00 a 13:00 - 14:00 a 20:00 , Miércoles 08:00 a 13:00 - 14:00 a 20:00 , Jueves 08:00 a 13:00 - 14:00 a 20:00 , Viernes 08:00 a 13:00 - 14:00 a 20:00 , Sábado 09:00 a 13:00 ","https://www.facebook.com/Nac-Medanodeoro-Cic-1155077677936936/?hc_ref=NEWSFEED","Activo"
"286","Jachal","Ruta Provincial 491","-","AR-J","1585","10409","SJU007","San Juan","Jachal","San Jose de Jachal","Jáchal","jachal@puntodigital.gob.ar","-30.249763","-68.749866","","","Activo"
"287","Escuela de artes y Oficios","Independencia 910","Escuela de Artes y Oficios","AR-A","1681","9508","SAL048","Salta","Capital","Salta","Salta","saltaartesyoficios@puntodigital.gob.ar","-24.808333","-65.403914","Lunes 08:00 a 22:00 , Martes 08:00 a 22:00 , Miércoles 08:00 a 22:00 , Jueves 08:00 a 22:00 , Viernes 08:00 a 22:00 ","","Activo"
"288","Barrio Unión","Miró manzana 357a","CIC Barrio Unión","AR-A","1681","9505","SAL048","Salta","Capital","Salta","Salta","saltaunion@puntodigital.gob.ar","-24.722528","-65.394026","Martes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Jueves 08:00 a 20:00 , Viernes 08:00 a 20:00 , Lunes 08:00 a 20:00 ","https://www.facebook.com/PD.gob.ar/","Activo"
"289","San Antonio de los Cobres","Avellaneda","Mercado Municipal","AR-A","1682","9829","SAL049","Salta","Los Andes","San Antonio de los Cobres","San Antonio de los Cobres","sanantoniodeloscobres@puntodigital.gob.ar","-24.218534","-66.319538","Lunes 08:00 a 13:00 - 14:00 a 18:00 , Martes 08:00 a 13:00 - 14:00 a 18:00 , Miércoles 08:00 a 13:00 - 14:00 a 18:00 , Jueves 08:00 a 13:00 - 14:00 a 18:00 , Viernes 08:00 a 13:00 - 14:00 a 18:00 ","","Activo"
"290","Santa Cecilia","Martín Fierro","CIC Santa Cecilia","AR-A","1681","9505","SAL048","Salta","Capital","Salta","Salta","santacecilia@puntodigital.gob.ar","-24.830325","-65.397813","Lunes 09:00 a 12:00 - 15:00 a 22:00 , Martes 09:00 a 12:00 - 15:00 a 22:00 , Miércoles 09:00 a 12:00 - 15:00 a 22:00 , Jueves 09:00 a 12:00 - 15:00 a 22:00 , Viernes 09:00 a 12:00 - 15:00 a 22:00 ","","Activo"
"291","CIC Constitución","Las Bancas","Cic Constitución","AR-A","1681","9505","SAL048","Salta","Capital","Salta","Salta","constitucionsalta@puntodigital.gob.ar","-24.829702","-65.393629","Lunes 08:00 a 22:00 , Martes 08:00 a 22:00 , Miércoles 08:00 a 22:00 , Jueves 08:00 a 22:00 , Viernes 08:00 a 22:00 ","","Activo"
"292","Penal de Castañares","Houssay","Penal de Castañares","AR-A","1681","9508","SAL048","Salta","Capital","Salta","Salta","castanares@puntodigital.gob.ar","-24.730256","-65.406203","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 , Sábado 08:00 a 18:00 ","","Activo"
"293","Pichanal","San Francisco","ONG (Arakuarenda)","AR-A","1668","9937","SAL041","Salta","Oran","Pichanal","Pichanal","pichanal@puntodigital.gob.ar","-23.309714","-64.219738","Lunes 14:00 a 20:00 , Martes 14:00 a 20:00 , Miércoles 14:00 a 20:00 , Jueves 14:00 a 20:00 , Viernes 14:00 a 20:00 , Sábado 16:00 a 20:00 ","https://www.facebook.com/Arakuarenda-Punto-Digital-Pichanal-991334920998544/?hc_ref=SEARCH","Activo"
"294","Cerrillos","s/d s/d","s/d","AR-A","1676","9523","SAL009","Salta","Cerrillos","Cerrillos","San José de los Cerrillos","cerrillos@puntodigital.gob.ar","-24.896172","-65.487373","","","Próximamente"
"295","Olacapato","s/d s/d","s/d","AR-A","1682","9828","SAL049","Salta","Los Andes","Olacapato","San Antonio de los Cobres","olacapato@puntodigital.gob.ar","-24.137472","-66.716537","","","Próximamente"
"296","Piedra Buena","Bella vista 25","CIC","AR-Z","1608","10863","SCR002","Santa Cruz","Corpen Aike","Comandante Luis Piedrabuena","Comandante Luis Piedrabuena","piedrabuena@puntodigital.gob.ar","-49.974078","-68.910928","Lunes 09:00 a 21:00 , Martes 09:00 a 21:00 , Miércoles 09:00 a 21:00 , Jueves 09:00 a 21:00 , Viernes 09:00 a 21:00 ","https://www.facebook.com/nacpiedrabuena.santacruz","Activo"
"297","Puerto San Julián","Nicanor Hernandez 1.550","CIC","AR-Z","1612","10921","SCR010","Santa Cruz","Magallanes","Puerto San Julian","Puerto San Julián","sanjulian@puntodigital.gob.ar","-49.310085","-67.741528","Lunes 10:00 a 19:30 , Martes 10:00 a 19:30 , Miércoles 10:00 a 19:30 , Jueves 10:00 a 19:30 , Viernes 10:00 a 19:30 ","https://www.facebook.com/puntodigital.sanjulian?fref=ts","Activo"
"298","Río Turbio","Av. circunvalación gendarmeria nacional 1105","CIC","AR-Z","1613","10904","SCR013","Santa Cruz","Güer Aike","Yacimientos Rio Turbio","Río Turbio","rioturbio@puntodigital.gob.ar","-51.530241","-72.336476","","https://www.facebook.com/Punto-Digital-R%C3%ADo-Turbio-1496213603769392/?ref=br_rs","Activo"
"299","Las Heras","Manzana 277A Solar 2","CIC","AR-Z","1607","10881","SCR005","Santa Cruz","Deseado","Las Heras","Las Heras","lasherassantacruz@puntodigital.gob.ar","-46.548649","-68.952169","Martes 09:00 a 20:00 , Jueves 09:00 a 20:00 , Lunes 09:00 a 21:00 , Miércoles 09:00 a 21:00 , Viernes 09:00 a 21:00 , Sábado 16:00 a 21:00 ","https://www.facebook.com/Punto-Digital-Las-Heras-Santa-Cruz-1647013078917996/?ref=br_rs","Activo"
"300","Cañadón Seco","Estancia “Los Claveles”","Fundación Valdocco","AR-Z","1607","10877","SCR019","Santa Cruz","Deseado","Cañadon Seco","Cañadón Seco","canadonseco@puntodigital.gob.ar","-46.532181","-67.551847","","","Activo"
"302","Río Gallegos Kunfi Quiros","Los Pozos 260","Biblioteca Popular  Kunfi Quiros","AR-Z","1613","10901","SCR012","Santa Cruz","Güer Aike","Rio Gallegos","Río Gallegos","kunfiquiros@puntodigital.gob.ar","-51.633104","-69.198223","Lunes 09:00 a 16:00 , Martes 09:00 a 16:00 , Miércoles 09:00 a 16:00 , Jueves 09:00 a 16:00 , Viernes 09:00 a 16:00 ","https://www.facebook.com/Punto-Digital-R%C3%ADo-Gallegos-Kunfi-Quir%C3%B3s-713470382173796/?ref=br_rs","Activo"
"303","Puerto Deseado","Venezuela y Patagonia Centenario","Escuela primaria provincial n° 56 Krewen Kau.","AR-Z","1607","10883","SCR009","Santa Cruz","Deseado","Puerto Deseado","Puerto Deseado","puertodeseado@puntodigital.gob.ar","-47.746115","-65.888207","Lunes 08:30 a 20:30 , Martes 08:30 a 20:30 , Miércoles 08:30 a 20:30 , Jueves 08:30 a 20:30 , Viernes 08:30 a 20:30 ","","Activo"
"304","Pico Truncado","Urquiza 950","Centro de Integración y Capacitación","AR-Z","1607","10882","SCR008","Santa Cruz","Deseado","Pico Truncado","Pico Truncado","picotruncado@puntodigital.gob.ar","-46.803732","-67.957993","Lunes 08:00 a 12:00 - 14:00 a 22:00 , Martes 08:00 a 12:00 - 14:00 a 22:00 , Miércoles 08:00 a 12:00 - 14:00 a 22:00 , Jueves 08:00 a 12:00 - 14:00 a 22:00 , Viernes 08:00 a 12:00 - 14:00 a 22:00 ","","Activo"
"305","Gregores","Ricardo Cittadini 34","CIC","AR-Z","1610","10925","SCR004","Santa Cruz","Rio Chico","Gobernador Gregores","Gobernador Gregores","gregores@puntodigital.gob.ar","-48.750785","-70.248556","","","Próximamente"
"306","Piedra Buena Batallón","Bella vista Manzana 291","Salon del ejercito argentino","AR-Z","1608","10863","SCR002","Santa Cruz","Corpen Aike","Comandante Luis Piedrabuena","Comandante Luis Piedrabuena","piedrabuena2@puntodigital.gob.ar","-49.972602","-68.916893","Lunes 08:00 a 13:00 - 15:00 a 18:00 , Martes 08:00 a 13:00 - 15:00 a 18:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 - 15:00 a 18:00 , Viernes 08:00 a 13:00 , Sábado 20:00 a 23:59 ","","Activo"
"308","Ushuaia","Kuanip 2089","Edificio municipal","AR-V","1642","13537","TDF003","Tierra del Fuego","Ushuaia","Ushuaia","Ushuaia","ushuaia@puntodigital.gob.ar","-54.822766","-68.350633","Lunes 08:00 a 21:00 , Martes 08:00 a 21:00 , Jueves 08:00 a 21:00 , Miércoles 08:00 a 21:00 , Viernes 08:00 a 21:00 , Sábado 09:00 a 14:00 ","","Activo"
"309","Casa de la ciudad","Catamarca 920","Casa de la Ciudad: Coordinación de Políticas Sociales","AR-T","1659","13378","TUC086","Tucumán","Capital","San Miguel de Tucuman","San Miguel de Tucumán","tucumancasaciudad@puntodigital.gob.ar","-26.816862","-65.209454","Lunes 08:30 a 13:00 - 16:30 a 21:30 , Martes 08:30 a 13:00 - 16:30 a 22:00 , Miércoles 08:30 a 13:00 - 17:00 a 20:00 , Jueves 08:30 a 13:00 - 16:30 a 20:30 , Viernes 09:00 a 13:00 - 15:00 a 18:00 , Sábado 10:30 a 13:00 - 15:00 a 20:00 ","https://www.facebook.com/PuntoDigitalCasaDeLaCiudadSMT","Activo"
"311","Ente Cultural","San Martín 251","Ente Cultural Tucumán ","AR-T","1659","13378","TUC086","Tucumán","Capital","San Miguel de Tucuman","San Miguel de Tucumán","enteculturaltucuman@puntodigital.gob.ar","-26.830284","-65.200635","Lunes 08:00 a 19:00 , Martes 08:00 a 19:00 , Miércoles 08:00 a 19:00 , Jueves 08:00 a 19:00 , Viernes 08:00 a 19:00 ","https://www.facebook.com/NacTucumanECT/","Activo"
"312","Famaillá","Avda. Mitre esquina Caseros sd","Casa de la Cultura Municipal","AR-T","1657","13157","TUC040","Tucumán","Famailla","Famailla","Famaillá","famailla@puntodigital.gob.ar","-27.052079","-65.405843","Lunes 08:00 a 13:00 - 17:00 a 22:00 , Martes 08:00 a 13:00 - 17:00 a 22:00 , Miércoles 08:00 a 13:00 - 17:00 a 22:00 , Jueves 08:00 a 13:00 - 17:00 a 22:00 , Viernes 08:00 a 13:00 - 17:00 a 22:00 ","","Activo"
"313","La Cocha","Juan B. Alberdi y Avellaneda sd","CIC","AR-T","1655","13240","TUC047","Tucumán","La Cocha","La Cocha","La Cocha","lacocha@puntodigital.gob.ar","-27.594235","-65.611698","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Activo"
"314","Las Talitas","Calle 2 esquina 35 sd","Comedor Nuestra Sra. del Carmen","AR-T","1649","13463","TUC055","Tucumán","Tafi Viejo","Barrio los Pocitos (Las Talitas)","Las Talitas","lastalitas@puntodigital.gob.ar","-26.768197","-65.20996","","https://www.facebook.com/PDLasTalitas/","Temporalmente cerrado"
"315","Monteros","9 de Julio esquina Ernesto Padilla sd","Centro Cultural y Tecnologico Pte. Dr. Néstor Kirchner","AR-T","1643","13353","TUC071","Tucumán","Monteros","Monteros","Monteros","montero@puntodigital.gob.ar","-27.178286","-65.503752","Lunes 07:00 a 12:00 , Martes 07:00 a 12:00 - 15:00 a 20:00 , Miércoles 07:00 a 12:00 - 15:00 a 20:00 , Jueves 07:00 a 12:00 - 15:00 a 20:00 , Viernes 07:00 a 12:00 - 15:00 a 20:00 ","https://www.facebook.com/PuntoDigitalMonteros/","Activo"
"316","Monteros CIC","Ayacucho 898","CIC","AR-T","1643","13353","TUC071","Tucumán","Monteros","Monteros","Monteros","monteros2@puntodigital.gob.ar","-27.176063","-65.501812","Lunes 07:00 a 18:00 , Martes 07:00 a 18:00 , Miércoles 07:00 a 18:00 , Jueves 07:00 a 18:00 , Viernes 07:00 a 18:00 , Sábado 08:00 a 00:00 ","https://www.facebook.com/PuntoDigitalCIC/?fref=ts","Activo"
"317","Tafí Viejo","Manzana E, Barrio 17 de Marzo sd","CIC","AR-T","1649","13470","TUC101","Tucumán","Tafi Viejo","Los Pocitos","Tafí Viejo","tafiviejo@puntodigital.gob.ar","-26.7172703","-65.2239391","","","Temporalmente cerrado"
"318","Yerba Buena","Juan B. Alberti 75","Delegación Barrial de San José ","AR-T","1652","13518","TUC112","Tucumán","Yerba Buena","Cevil Redondo","Yerba Buena","yerbabuena@puntodigital.gob.ar","-26.795289","-65.259604","Lunes 08:00 a 13:00 - 14:00 a 19:00 , Martes 08:00 a 13:00 - 14:00 a 19:00 , Miércoles 08:00 a 13:00 - 14:00 a 19:00 , Jueves 08:00 a 13:00 - 14:00 a 19:00 , Viernes 08:00 a 13:00 - 14:00 a 19:00 ","","Activo"
"319","Villa Padre Monti","Ruta Prov 305, KM 50​ sd","Edificio comunal","AR-T","1651","13054","TUC072","Tucumán","Burruyacu","Villa Padre Monti","Padre Monti","vpmonti@puntodigital.gob.ar","-26.8166695","-65.3166809","Lunes 08:00 a 13:00 - 16:00 a 20:00 , Martes 08:00 a 13:00 - 16:00 a 20:00 , Miércoles 08:00 a 13:00 - 16:00 a 20:00 , Jueves 08:00 a 13:00 - 16:00 a 20:00 , Viernes 08:00 a 13:00 - 16:00 a 20:00 ","https://www.facebook.com/Villa-Padre-Monti-Punto-Digital-387847548046189/","Activo"
"320","Universidad Tucumán","Virgen de la Merced 417","Universidad Nacional de Tucumán","AR-T","1659","13378","TUC086","Tucumán","Capital","San Miguel de Tucuman","San Miguel de Tucumán","epamtucuman@puntodigital.gob.ar","-26.816694","-65.212225","Lunes 08:00 a 13:00 - 15:00 a 20:00 , Martes 08:00 a 13:00 - 15:00 a 20:00 , Miércoles 08:00 a 13:00 - 15:00 a 20:00 , Jueves 08:00 a 13:00 - 15:00 a 20:00 , Viernes 08:00 a 13:00 - 15:00 a 20:00 ","https://www.facebook.com/PUNTO-Digital-Universidad-Tucuman-452082528298609/?hc_ref=ARQ-BOXgWtFXMrg_zNViFKRsOsL51HuPfHe1S_7am9fsD6o9d3rviz1tAQs9ZVyNjQw&fref=nf","Activo"
"321","Tafí del Valle","Inca Hascar 450","Salón Municipal","AR-T","1648","13458","TUC100","Tucumán","Tafi del Valle","Tafi del Valle","Tafí del Valle","tafidelvalle@puntodigital.gob.ar","-26.8498542","-65.714215","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"322","Ingenio Cultural Gerardo Vallejo","Charcas 51"," ex Predio Ferial","AR-T","1659","13378","TUC086","Tucumán","Capital","San Miguel de Tucuman","San Miguel de Tucumán","ingeniocultural@puntodigital.gob.ar","-26.8340259","-65.1966722","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"325","Pergamino","Florida 2700","CDC 12 de octubre","AR-B","1289","1719","BUE094","Buenos Aires","Pergamino","Pergamino","Pergamino","pergamino@puntodigital.gob.ar","-33.8900858","-60.5949769","Lunes 09:00 a 16:00 , Martes 09:00 a 16:00 , Miércoles 09:00 a 16:00 , Jueves 09:00 a 16:00 , Viernes 09:00 a 16:00 ","https://www.facebook.com/Punto-Digital-Pergamino-782190845265502/?fref=ts","Activo"
"326","Neuquén","Teodoro Planas 0","Estación Terminal de Ómnibus","AR-Q","1556","8852","NEU025","Neuquén","Confluencia","Neuquen","Neuquén","neuquen@puntodigital.gob.ar","-38.958276","-68.106395","Lunes 08:00 a 15:00 , Martes 08:00 a 15:00 , Miércoles 08:00 a 15:00 , Jueves 08:00 a 15:00 , Viernes 08:00 a 15:00 ","https://www.facebook.com/modernizacionmuninqn","Activo"
"327","Bariloche","Onelli 2646","Club Comunitario (ex Comisaría 28)","AR-R","1574","9075","RNO033","Río Negro","Bariloche","San Carlos de Bariloche","San Carlos de Bariloche","bariloche@puntodigital.gob.ar","-41.156622","-71.301095","Lunes 08:00 a 16:00 , Martes 08:00 a 16:00 , Miércoles 08:00 a 16:00 , Jueves 08:00 a 16:00 , Viernes 08:00 a 16:00 ","https://www.facebook.com/PDBariloche/","Activo"
"328","Velódromo","Córdoba 2300","Parque Eva Perón","AR-B","1261","1165","BUE067","Buenos Aires","Lanus","Lanus Este","Lanús","velodromolanus@puntodigital.gob.ar","-34.714971","-58.388110","","https://www.facebook.com/PDVelodromoLanus/?hc_ref=SEARCH&fref=nf","Activo"
"329","Los Cocos","Av. Dra. Cecilia Grierson 1898","Centro Cultural Victoria Crenna de Majorel","AR-X","1396","3429","CBA222","Córdoba","Punilla","Los Cocos","Los Cocos","loscocos@puntodigital.gob.ar","-30.9267735","-64.5006144","","","Activo"
"335","Monte Leña","Eva Peron (ex Bv Paraná) 242","Salon Municipal","AR-X","1384","4262","CBA260","Córdoba","Union","Monte Leña","Monte Leña","monteleña@puntodigital.gob.ar","-32.611099","-62.593380","","","Activo"
"345","Faro del Saber","Jade 0","Faro del Saber","AR-Y","1474","7170","JUJ047","Jujuy","Doctor Manuel Belgrano","San Salvador de Jujuy","San Salvador de Jujuy","farodelsaberjujuy@puntodigital.gob.ar","-24.188553","-65.289051","Lunes 08:00 a 13:00 - 14:00 a 19:00 ","https://www.facebook.com/PUNTODIGITALFARODELSABERJUJUY/","Activo"
"346","Jesús María","Paso de los Andes 1100","Edificio La Usina","AR-X","1383","2974","CBA158","Córdoba","Colon","Jesus Maria","Jesús María","","-30.984361","-64.1097211","","","Activo"
"359","La Rioja CEPAR","Av. Ortiz de Ocampo 2447","Centro de Participación Riojano Zona Sur","AR-F","1510","7689","LRJ014","La Rioja","Capital","La Rioja","La Rioja","lariojacapital@puntodigital.gob.ar","-29.4185707","-66.8975203","","","Activo"
"362","Luján de Cuyo","Ruta 15 Km 28","CIC Agrelo","AR-M","1522","8190","MZA008","Mendoza","Lujan de Cuyo","Lujan de Cuyo","Luján de Cuyo","","-32.9858586","-68.8614212","","","Activo"
"369","Sauce de Luna","Av. Pancho Ramírez 97","CIC Dr Horacio Luis Marsicano","AR-E","1443","6011","ERI051","Entre Ríos","Federal","Sauce de Luna","Sauce de Luna","saucedeluna@puntodigital.gob.ar","-31.237609","-59.219863","","https://www.facebook.com/Punto-Digital-Sauce-De-Luna-1503896796299670/","Activo"
