"denuncia_numero","hecho_fecha_hora","hecho_provincia","hecho_municipio","hecho_localidad","hecho_discriminacion","hecho_irregularidades","hecho_lugar","hecho_cometido_por","hecho_tipo_violencia","hecho_accion_realizada","denuncia_estado","denuncia_fecha_cambio_estado","denuncia_via_ingreso","denuncia_fecha_hora_carga","hecho_provincia_indec_id"
953,"2016-02-17 00:00:00","Buenos Aires","Esteban Echeverría","Monte Grande","","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2016-03-29 14:16:14.277","Call Center","2016-03-21 17:48:27.050","06"
959,"2016-03-19 00:00:00","Buenos Aires","Morón","Haedo","","","En el interior del local","Personal de empresas de seguridad","Agresión física","","Derivado","2016-04-06 16:17:56.857","Call Center","2016-03-22 14:34:12.393","06"
962,"2016-03-06 03:30:00","Buenos Aires","Florencio Varela","Fcio. Varela","","El personal de control no esta identificado","En el acceso local","Controladores","Agresión física","","Derivado","2016-04-05 13:40:25.910","Call Center","2016-03-28 15:55:39.213","06"
963,"2016-03-26 20:00:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Pueyrredón","","Racial","","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2016-03-28 16:24:11.640","Call Center","2016-03-28 16:02:20.133","02"
965,"2016-03-20 19:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","","Por aspecto físico","","","Controladores","Agresión verbal - Agresión física","","Derivado","2016-03-31 13:47:17.837","Call Center","2016-03-30 15:42:23.033","02"
966,"2016-03-26 01:00:00","Buenos Aires","San Vicente","San Vicente","Por orientacion sexual","Presencia de menores","En el acceso local","Controladores","Agresión verbal","","Derivado","2016-03-31 13:59:58.853","Call Center","2016-03-30 17:36:55.347","06"
968,"2016-03-12 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Racial","","En el acceso local","Controladores","","","Derivado","2016-04-04 15:05:08.020","Call Center","2016-04-04 15:01:39.713","02"
969,"2016-04-03 07:20:00","Buenos Aires","La Plata","La Plata","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el acceso local","Controladores","","","Derivado","2016-04-05 14:48:39.807","Call Center","2016-04-05 14:27:55.623","06"
972,"2016-03-31 20:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2016-04-08 14:36:44.700","Página web de RENCAP ","2016-04-07 17:16:18.540","02"
973,"2016-03-24 02:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Racial","","En el acceso local","Controladores","","Se solicitó asistencia policial","Derivado","2016-04-08 19:00:29.607","Call Center","2016-04-07 17:28:19.923","02"
974,"2016-04-10 00:40:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria - Racial","","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2016-04-13 15:00:04.180","Página web de RENCAP ","2016-04-11 16:41:05.623","02"
977,"2016-04-01 00:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Almagro","Por aspecto físico","","En el interior del local","","Agresión sexual","","Desestimado","2016-04-20 14:32:35.167","Call Center","2016-04-14 15:36:00.473","02"
978,"2016-04-10 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","","En el interior del local - En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2016-05-02 15:31:00.193","Call Center","2016-04-14 17:52:03.987","02"
979,"2016-03-12 01:45:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Racial","","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2016-04-19 14:10:07.450","Call Center","2016-04-19 14:06:45.430","02"
980,"2016-02-10 10:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","","Otros","","","","","","Desestimado","2016-05-03 15:16:57.473","Página web de RENCAP ","2016-05-01 22:21:01.360","02"
988,"2016-05-08 05:30:00","Misiones","Oberá","OBERA","","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el interior del local - En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2016-05-09 16:38:26.297","Call Center","2016-05-09 11:31:57.210","54"
990,"2016-04-29 02:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","","Racial","","","Controladores","","","Derivado","2016-05-23 14:42:46.963","Call Center","2016-05-10 16:57:50.523","02"
992,"2007-08-07 01:00:00","Mendoza","Mendoza","MENDOZA","Otros","No exhibe nomina de personal de control habilitado","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","Se hizo denuncia ante la fiscalia","Desestimado","2016-05-16 16:37:47.987","Página web de RENCAP ","2016-05-13 11:08:51.790","50"
993,"2007-08-07 11:01:00","Mendoza","Mendoza","MENDOZA","Otros","No exhibe nomina de personal de control habilitado","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","Se hizo denuncia ante la fiscalia","Desestimado","2016-05-16 16:38:40.043","Página web de RENCAP ","2016-05-13 11:15:52.337","50"
994,"2016-05-22 03:32:00","Chubut","Comodoro Rivadavia","COMODORO RIVADAVIA","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación","","","Agresión verbal - Agresión física","","Derivado","2016-05-30 14:13:32.083","Página web de RENCAP ","2016-05-22 06:32:42.523","26"
995,"2016-05-14 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2016-05-26 14:55:38.870","Página web de RENCAP ","2016-05-24 16:27:11.167","02"
997,"2016-05-28 02:54:00","Tucumán","Lules","LULES","Por aspecto físico","","En el acceso local","Personal de empresas de seguridad","Agresión verbal - Agresión física","Se solicitó asistencia policial","Derivado","2016-06-06 15:10:18.930","Página web de RENCAP ","2016-05-30 10:00:46.627","90"
998,"2016-05-12 20:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico","El personal de control no esta identificado","En el acceso local","","","","Derivado","2016-06-03 14:42:41.233","Call Center","2016-05-31 10:55:00.260","02"
999,"2016-05-15 01:40:00","Buenos Aires","La Matanza","Ramos Mejía","Por aspecto físico","","En el acceso local","","","","Derivado","2016-06-03 14:52:21.887","Call Center","2016-05-31 11:05:04.980","06"
1000,"2016-05-29 03:00:00","Buenos Aires","San Pedro","San Pedro","","","En el acceso local","Controladores","Agresión física","","Derivado","2016-07-04 14:25:17.183","Call Center","2016-06-01 07:54:07.233","06"
1001,"2016-06-04 00:00:00","Buenos Aires","Morón","Morón","Por aspecto físico","No exhibe nomina de personal de control habilitado","En el acceso local","Controladores","","","Derivado","2016-06-09 17:05:22.750","Call Center","2016-06-09 14:45:36.843","06"
1006,"2016-06-12 23:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local - En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2016-06-14 13:45:24.720","Call Center","2016-06-14 13:09:16.350","02"
1007,"2016-06-11 06:02:00","Buenos Aires","Bragado","Bragado","","Hay mas personas que las permitidas por la habilitación - Presencia de menores","En el interior del local - En las proximidades del local","","","","Derivado","2016-06-15 15:45:18.680","Página web de RENCAP ","2016-06-14 18:09:45.167","06"
1008,"2016-06-19 20:00:00","Buenos Aires","Lomas de Zamora","Banfield","Por aspecto físico","El personal de control no esta identificado","En el acceso local","Controladores","","","Derivado","2016-06-22 19:02:47.143","Call Center","2016-06-22 11:31:49.697","06"
1009,"2016-06-24 02:20:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por indumentaria","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2016-07-05 15:39:13.967","Página web de RENCAP ","2016-06-25 13:42:05.633","02"
1010,"2016-06-25 02:16:00","Buenos Aires","Bahía Blanca","Bahía Blanca","Otros","Presencia de menores","En el acceso local","","","","Derivado","2016-07-04 14:34:31.390","Página web de RENCAP ","2016-06-25 14:16:57.783","06"
1011,"2016-06-24 03:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Racial","No exhibe nomina de personal de control habilitado","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2016-07-01 14:03:08.750","Página web de RENCAP ","2016-06-30 18:53:45.813","02"
1012,"2016-07-03 02:05:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2016-08-03 15:29:35.967","Página web de RENCAP ","2016-07-03 03:43:01.577","02"
1017,"2016-06-26 00:55:00","Buenos Aires","Chacabuco","Chacabuco","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","","Controladores - Personal de empresas de seguridad","Agresión física","","Derivado","2016-07-06 15:25:43.857","Página web de RENCAP ","2016-07-05 19:21:02.147","06"
1018,"2016-07-23 02:00:00","Buenos Aires","La Matanza","Ramos Mejía","Por aspecto físico - Por indumentaria - Otros","","","","","","Derivado","2016-07-27 13:36:12.907","Página web de RENCAP ","2016-07-25 11:14:27.207","06"
1019,"2016-07-24 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","El personal de control no esta identificado","En el acceso local","Controladores - Personal de empresas de seguridad","Agresión verbal","","Derivado","2016-07-27 13:37:16.663","Call Center","2016-07-25 15:32:35.170","02"
1020,"2016-07-31 00:50:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Capital Federal","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Controladores - Personas vinculadas a la empresa","","","Derivado","2016-08-03 15:22:55.763","Call Center","2016-08-02 12:37:12.450","02"
1021,"2016-08-07 02:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Villa Devoto","Por aspecto físico - Por indumentaria - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","","Controladores","","","Derivado","2016-08-31 13:17:34.093","Call Center","2016-08-08 12:47:00.120","02"
1022,"2016-08-14 04:30:00","Buenos Aires","La Matanza","Ramos Mejía","","","En el interior del local","Controladores","Agresión física","","Derivado","2016-08-19 15:42:34.280","Call Center","2016-08-17 16:14:49.213","06"
1026,"2016-03-26 04:00:00","Buenos Aires","San Cayetano","San Cayetano","Por aspecto físico","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local","Personal de empresas de seguridad","Agresión física","Se hizo denuncia ante la fiscalia","Derivado","2016-08-23 15:40:00.367","Call Center","2016-08-22 11:29:06.760","06"
1027,"2016-08-28 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Recoleta","","Por indumentaria","","En el acceso local","Personal de empresas de seguridad","","","Derivado","2016-08-30 16:11:06.487","Página web de RENCAP ","2016-08-29 19:21:54.427","02"
1029,"2016-08-23 13:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Racial","","","Personas vinculadas a la empresa","","","Derivado","2016-09-01 17:25:08.303","Página web de RENCAP ","2016-08-31 17:31:00.283","02"
1030,"2016-08-13 01:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Capital Federal","Por aspecto físico","","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2016-09-02 14:02:59.030","Call Center","2016-09-02 10:26:21.797","02"
1033,"2016-07-30 00:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2016-09-23 14:19:58.653","Página web de RENCAP ","2016-09-12 13:28:14.363","02"
1034,"2016-08-28 02:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","","Por aspecto físico","","","Controladores","","","Derivado","2016-09-19 14:36:28.457","Call Center","2016-09-12 16:01:02.167","02"
1037,"2016-09-18 02:22:00","Salta","San Ramón de La Nueva Orán","SAN RAMON DE LA NUEVA ORAN","Otros - Por ideologia","","En el acceso local","Personas vinculadas a la empresa","","Se hizo denuncia policial","Derivado","2016-09-20 14:14:08.093","Página web de RENCAP ","2016-09-18 05:22:28.577","66"
1042,"2016-09-24 02:02:00","Ciudad Autónoma de Buenos Aires","Barrio Colegiales","","Otros","","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2016-09-26 15:51:53.933","Página web de RENCAP ","2016-09-24 13:33:12.970","02"
1043,"2016-09-25 02:15:00","Buenos Aires","Quilmes","Quilmes","Racial","","En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2016-09-27 14:30:01.963","Página web de RENCAP ","2016-09-26 09:05:29.863","06"
1044,"2016-09-24 19:00:00","Buenos Aires","Moreno","Moreno","Por aspecto físico","Hay mas personas que las permitidas por la habilitación","En el acceso local","Personal de empresas de seguridad","","","Derivado","2016-10-05 17:35:57.443","Call Center","2016-09-27 12:10:27.107","06"
1045,"2016-09-24 04:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por orientacion sexual","","En el interior del local","Personal de empresas de seguridad","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2016-09-30 15:06:34.193","Página web de RENCAP ","2016-09-27 20:10:44.597","02"
1046,"2016-08-13 18:18:00","Buenos Aires","Quilmes","Quilmes","Otros","No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","","","Derivado","2016-10-03 15:41:23.963","Página web de RENCAP ","2016-10-03 00:16:11.010","06"
1047,"2016-10-02 04:00:00","Ciudad Autónoma de Buenos Aires","Barrio Flores","","","Presencia de menores","En el interior del local","Controladores","Agresión física","","Derivado","2016-10-04 15:08:03.020","Call Center","2016-10-03 16:14:14.413","02"
1050,"2016-10-08 17:50:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Capital Federal","Por aspecto físico - Por indumentaria","","En el acceso local","Controladores","","","Derivado","2016-10-19 14:59:09.710","Call Center","2016-10-14 11:55:14.597","02"
1051,"2016-10-15 01:00:00","Santa Fé","Santa Fe","Santa Fe","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","","","Derivado","2016-10-25 14:11:53.567","Call Center","2016-10-17 09:11:56.637","82"
1052,"2016-10-15 18:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","","Racial","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","","Desestimado","2016-10-25 14:07:58.863","Call Center","2016-10-21 11:44:46.283","02"
1053,"2016-08-21 18:00:00","Buenos Aires","Quilmes","","Otros","","En el acceso local","Controladores","","","Desestimado","2016-10-25 14:09:56.723","Página web de RENCAP ","2016-10-24 00:47:34.563","06"
1054,"2016-10-22 01:00:00","Buenos Aires","La Plata","La Plata","","","En el interior del local","Personal de empresas de seguridad","Agresión física","Se hizo denuncia policial","Derivado","2016-11-01 14:19:31.940","Call Center","2016-10-24 16:09:28.227","06"
1056,"2016-10-23 03:30:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","Por aspecto físico - Racial","No exhibe nomina de personal de control habilitado - Presencia de menores","En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión física","","Derivado","2016-10-24 17:56:37.077","Call Center","2016-10-24 17:45:18.277","02"
1057,"2016-10-19 01:30:00","Mendoza","Mendoza","MENDOZA","Por orientacion sexual","","En el acceso local","Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2016-10-27 15:34:07.713","Call Center","2016-10-25 08:08:56.653","50"
1058,"2016-10-23 02:00:00","Buenos Aires","San Isidro","San Isidro","Por aspecto físico","El personal de control no esta identificado","En el acceso local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2016-10-25 18:02:23.010","Call Center","2016-10-25 12:45:35.147","06"
1059,"2016-10-23 03:00:00","Buenos Aires","Lomas de Zamora","Lomas de Zamora","Por aspecto físico","","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2016-10-28 13:09:11.177","Call Center","2016-10-25 17:29:07.057","06"
1060,"2016-10-29 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2016-11-01 14:24:58.167","Call Center","2016-10-31 11:11:25.187","02"
1061,"2016-10-30 20:30:00","Ciudad Autónoma de Buenos Aires","Barrio Parque Chacabuco","","Por aspecto físico","","","","","","Derivado","2016-11-03 15:49:09.480","Call Center","2016-10-31 15:26:41.347","02"
1062,"2016-10-26 19:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","No exhibe condiciones de adminsión y permanencia","En el acceso local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2016-11-02 15:10:44.007","Call Center","2016-11-01 12:45:13.773","02"
1063,"2016-10-30 02:15:00","Ciudad Autónoma de Buenos Aires","Barrio Almagro","","","","En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2016-12-05 14:53:38.893","Call Center","2016-11-01 17:33:29.650","02"
1064,"2016-10-30 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","","","Derivado","2016-11-11 15:41:01.113","Call Center","2016-11-03 10:54:01.140","02"
1065,"2016-11-02 22:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Personal de empresas de seguridad","Agresión verbal","","Derivado","2016-11-03 15:44:40.707","Página web de RENCAP ","2016-11-03 13:42:27.573","02"
1066,"2016-11-04 20:02:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","Se solicitó asistencia policial","Derivado","2016-11-21 15:13:57.053","Página web de RENCAP ","2016-11-05 04:30:52.103","02"
1069,"2016-11-05 14:00:00","Buenos Aires","Trenque Lauquen","30 de Agosto","Otros","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","Se solicitó asistencia policial","Derivado","2016-11-11 15:57:35.133","Página web de RENCAP ","2016-11-07 21:06:00.747","06"
1070,"2016-11-02 21:35:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria - Otros","","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2016-11-22 14:39:25.507","Página web de RENCAP ","2016-11-09 21:22:22.450","02"
1071,"2016-11-13 03:49:00","Buenos Aires","Ituzaingó","Ituzaingo","Por aspecto físico","","En el acceso local","Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2016-12-05 14:55:44.097","Página web de RENCAP ","2016-11-13 13:55:14.110","06"
1077,"2016-12-03 02:00:00","Buenos Aires","San Isidro","San Isidro","Otros","","En el acceso local","Personas vinculadas a la empresa","Agresión física","","Derivado","2016-12-06 15:05:02.370","Página web de RENCAP ","2016-12-03 15:03:47.607","06"
1078,"2016-12-04 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Pueyrredón","","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","Agresión verbal - Agresión física","","Derivado","2016-12-05 15:44:03.930","Página web de RENCAP ","2016-12-04 15:33:30.800","02"
1079,"2016-12-10 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2016-12-14 14:20:55.073","Página web de RENCAP ","2016-12-12 16:07:45.587","02"
1080,"2016-12-18 01:45:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2016-12-19 14:33:02.423","Página web de RENCAP ","2016-12-18 15:21:23.257","02"
1081,"2016-12-17 19:40:00","Ciudad Autónoma de Buenos Aires","Barrio Nuñez","","Otros","","En el interior del local","Personal de empresas de seguridad","Agresión física","","Derivado","2016-12-19 15:26:34.983","Página web de RENCAP ","2016-12-19 14:22:49.783","02"
1082,"2016-12-06 09:12:00","Santiago del Estero","Monte Quemado","MONTE QUEMADO","Otros","Presencia de menores","","","","","Desestimado","2016-12-29 15:13:19.543","Página web de RENCAP ","2016-12-19 21:26:21.700","86"
1083,"2016-12-27 01:00:00","Mendoza","Mendoza","MENDOZA","Por aspecto físico - Por indumentaria - Por ideologia - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","","","Agresión verbal - Agresión física","","Derivado","2016-12-27 18:27:36.217","Página web de RENCAP ","2016-12-27 02:25:11.910","50"
1084,"2016-12-26 03:20:00","Buenos Aires","La Matanza","Ramos Mejía","","El personal de control no esta identificado - Presencia de menores","En el interior del local","Controladores - Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Derivado","2017-01-04 12:04:29.097","Página web de RENCAP ","2016-12-27 11:24:02.013","06"
1087,"2017-01-09 03:00:00","Buenos Aires","General Pueyrredón","Mar del Plata","Por indumentaria","","En el acceso local","Controladores","","","Derivado","2017-02-02 14:41:33.337","Call Center","2017-01-10 12:04:08.270","06"
1088,"2017-01-15 01:55:00","Buenos Aires","Pergamino","Pergamino","Por aspecto físico","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2017-01-23 14:19:44.557","Call Center","2017-01-19 10:51:07.557","06"
1089,"2017-01-28 02:45:00","Buenos Aires","Pergamino","Pergamino","Por aspecto físico - Racial","","En el acceso local","","Agresión verbal","","Derivado","2017-02-01 16:30:27.380","Página web de RENCAP ","2017-01-29 22:16:22.473","06"
1090,"2017-01-28 06:00:00","Corrientes","Bella Vista","BELLA VISTA","Por aspecto físico","El personal de control no esta identificado","En el interior del local","Controladores","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2017-02-01 15:44:11.250","Call Center","2017-01-31 09:44:00.973","18"
1091,"2017-02-05 04:00:00","Entre Ríos","Paraná","PARANA","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personal de empresas de seguridad","","","Derivado","2017-03-02 17:14:22.430","Página web de RENCAP ","2017-02-05 06:13:34.183","30"
1092,"2017-02-11 02:02:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2017-02-21 15:26:53.977","Página web de RENCAP ","2017-02-12 02:53:18.243","02"
1093,"2017-02-25 03:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Almagro","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","Agresión verbal","","Derivado","2017-03-02 17:16:57.133","Página web de RENCAP ","2017-02-26 19:14:46.413","02"
1095,"2017-02-26 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Pueyrredón","","Otros","El personal de control no esta identificado","En el acceso local","Controladores","","","Derivado","2017-03-02 14:21:27.503","Página web de RENCAP ","2017-02-27 17:19:29.420","02"
1096,"2017-02-27 00:30:00","Buenos Aires","La Plata","La Plata","Por indumentaria","No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2017-03-01 19:45:25.507","Página web de RENCAP ","2017-02-28 13:19:44.950","06"
1097,"2017-03-01 20:00:00","Buenos Aires","Avellaneda","Avellaneda","","","En el interior del local - En las proximidades del local","Personas vinculadas a la empresa","Agresión verbal","Se solicitó asistencia policial","Derivado","2017-03-02 14:28:25.280","Página web de RENCAP ","2017-03-01 22:09:58.850","06"
1098,"2017-03-05 03:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico","","En el acceso local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2017-04-03 13:41:33.440","Página web de RENCAP ","2017-03-06 14:21:11.037","02"
1112,"2017-02-16 19:00:00","Buenos Aires","La Plata","La Plata","Por aspecto físico - Por indumentaria - Otros - Por ideologia - Racial","","","Personas vinculadas a la empresa","","","Desestimado","2017-04-07 13:56:24.420","Página web de RENCAP ","2017-03-13 14:15:13.773","06"
1115,"2017-03-19 03:15:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2017-04-03 16:40:45.330","Página web de RENCAP ","2017-03-19 13:12:43.857","02"
1116,"2017-03-19 05:10:00","Buenos Aires","La Plata","La Plata","Por aspecto físico","","En el acceso local","Personal de empresas de seguridad","","","Derivado","2017-04-05 14:49:18.143","Página web de RENCAP ","2017-03-19 17:45:23.357","06"
1117,"2017-03-19 02:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria","Presencia de menores","En el acceso local","Personal de empresas de seguridad","","","Derivado","2017-04-03 13:34:24.390","Call Center","2017-03-20 11:58:21.767","02"
1118,"2017-03-19 02:30:00","Buenos Aires","Lomas de Zamora","Banfield","Racial","El personal de control no esta identificado","En el acceso local","Controladores","Agresión física","","Derivado","2017-04-03 16:53:37.770","Página web de RENCAP ","2017-03-20 17:22:21.957","06"
1119,"2017-03-19 01:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","","","Derivado","2017-03-30 14:01:15.147","Call Center","2017-03-21 13:51:22.507","02"
1124,"2017-03-26 02:00:00","Buenos Aires","Quilmes","Bernal","Por aspecto físico - Por orientacion sexual - Por indumentaria","No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación","","Controladores - Personas vinculadas a la empresa","","","Derivado","2017-04-03 13:32:53.643","Página web de RENCAP ","2017-03-26 12:55:50.433","06"
1125,"2017-03-04 01:00:00","Buenos Aires","Azul","Azul","Por orientacion sexual","","","","","","Desestimado","2017-04-07 13:56:56.587","Página web de RENCAP ","2017-03-27 15:42:33.977","06"
1135,"2017-03-31 23:00:00","Ciudad Autónoma de Buenos Aires","Barrio Almagro","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores","","Controladores","","","Derivado","2017-04-07 14:00:08.297","Página web de RENCAP ","2017-04-07 03:22:02.953","02"
1138,"2017-04-08 18:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2017-04-11 16:01:58.960","Página web de RENCAP ","2017-04-10 15:55:54.847","02"
